visit_id,branch_id,customer_id,lead_id,visit_time
1663,200,230,,2021-11-24 17:42:22
1664,300,,177,2021-11-24 19:13:56
1665,100,,74,2021-11-25 10:58:47
1666,100,188,,2021-11-25 12:57:55
1667,100,,55,2021-11-25 18:02:45
1668,100,3,,2021-11-25 20:38:34
1669,200,,128,2021-11-26 01:55:18
1670,100,6,,2021-11-26 02:29:26
1671,200,23,,2021-11-26 03:54:52
1672,100,74,,2021-11-26 10:07:41
1673,100,,62,2021-11-26 18:13:19
1674,200,294,,2021-11-26 21:31:07
1675,300,113,,2021-11-27 00:43:43
1676,300,53,,2021-11-27 03:47:59
1677,300,180,,2021-11-27 06:28:21
1678,100,249,,2021-11-27 08:29:45
1679,100,184,,2021-11-27 18:23:30
1680,100,,7,2021-11-27 20:48:55
1681,300,,47,2021-11-27 23:37:14
1682,200,108,,2021-11-28 01:10:26
1683,200,341,,2021-11-28 02:24:48
1684,200,349,,2021-11-28 02:44:26
1685,300,306,,2021-11-28 04:55:18
1686,200,,95,2021-11-28 16:03:02
1687,100,237,,2021-11-28 16:06:38
1688,100,322,,2021-11-29 03:52:26
1689,200,244,,2021-11-29 20:51:29
1690,200,336,,2021-11-29 22:06:02
1691,300,312,,2021-11-30 02:12:17
1692,200,,17,2021-11-30 05:12:54
1693,100,57,,2021-11-30 09:31:05
1694,200,192,,2021-11-30 10:10:02
1695,100,170,,2021-11-30 23:42:02
1696,100,279,,2021-12-01 05:23:44
1697,300,263,,2021-12-01 05:49:47
1698,300,,8,2021-12-01 16:53:54
1699,200,219,,2021-12-01 18:32:43
1700,100,316,,2021-12-01 23:38:22
1701,200,283,,2021-12-02 02:08:25
1702,200,,133,2021-12-02 02:18:14
1703,100,,183,2021-12-02 02:27:32
1704,300,309,,2021-12-02 03:05:11
1705,300,84,,2021-12-02 05:58:07
1706,100,111,,2021-12-02 16:25:07
1707,100,216,,2021-12-02 23:55:58
1708,300,,43,2021-12-03 00:07:38
1709,100,124,,2021-12-03 00:46:39
1710,100,,150,2021-12-03 09:22:33
1711,300,,20,2021-12-03 11:56:42
1712,300,320,,2021-12-03 13:16:17
1713,200,147,,2021-12-03 15:24:28
1714,300,330,,2021-12-03 22:42:05
1715,200,263,,2021-12-03 23:06:32
1716,100,316,,2021-12-04 01:06:03
1717,100,152,,2021-12-04 05:37:33
1718,100,185,,2021-12-04 07:11:05
1719,200,112,,2021-12-04 09:41:15
1720,300,,99,2021-12-04 11:11:22
1721,200,,21,2021-12-04 13:15:58
1722,200,133,,2021-12-04 15:25:28
1723,200,40,,2021-12-04 20:08:01
1724,200,73,,2021-12-05 05:15:14
1725,300,49,,2021-12-05 10:54:56
1726,200,287,,2021-12-05 11:43:46
1727,100,301,,2021-12-05 12:53:35
1728,300,304,,2021-12-06 01:31:49
1729,100,317,,2021-12-06 09:54:01
1730,100,85,,2021-12-06 10:41:21
1731,200,308,,2021-12-06 19:43:59
1732,300,18,,2021-12-06 20:18:01
1733,300,317,,2021-12-07 02:47:04
1734,300,36,,2021-12-07 07:16:03
1735,300,341,,2021-12-07 10:28:50
1736,200,,69,2021-12-07 12:47:19
1737,100,,111,2021-12-07 12:48:22
1738,100,72,,2021-12-08 06:12:46
1739,100,28,,2021-12-08 09:33:15
1740,300,121,,2021-12-08 09:39:59
1741,200,313,,2021-12-08 13:44:43
1742,100,322,,2021-12-08 14:49:22
1743,100,266,,2021-12-08 15:32:03
1744,200,85,,2021-12-08 17:41:16
1745,200,62,,2021-12-08 21:49:54
1746,100,,129,2021-12-08 23:21:49
1747,300,72,,2021-12-09 00:05:47
1748,200,260,,2021-12-09 00:22:03
1749,300,75,,2021-12-09 05:58:05
1750,200,,37,2021-12-09 09:38:43
1751,100,315,,2021-12-09 12:04:06
1752,200,,206,2021-12-10 09:49:10
1753,100,239,,2021-12-10 12:34:42
1754,300,,47,2021-12-10 13:02:46
1755,100,342,,2021-12-10 13:49:16
1756,100,18,,2021-12-10 14:33:16
1757,200,213,,2021-12-10 15:18:39
1758,100,18,,2021-12-11 00:50:10
1759,100,333,,2021-12-11 01:18:31
1760,200,48,,2021-12-11 06:37:54
1761,100,261,,2021-12-11 09:31:59
1762,300,100,,2021-12-11 17:12:21
1763,300,340,,2021-12-11 21:36:27
1764,100,,185,2021-12-12 00:49:01
1765,100,7,,2021-12-12 16:57:09
1766,100,183,,2021-12-12 21:35:36
1767,200,284,,2021-12-13 01:28:27
1768,100,200,,2021-12-13 01:43:19
1769,100,239,,2021-12-13 04:49:35
1770,100,305,,2021-12-13 09:29:40
1771,100,29,,2021-12-13 09:44:42
1772,300,241,,2021-12-13 09:59:20
1773,300,143,,2021-12-13 10:49:19
1774,200,,125,2021-12-13 12:55:54
1775,100,,6,2021-12-13 19:35:59
1776,200,231,,2021-12-13 20:26:36
1777,200,,41,2021-12-13 20:55:09
1778,100,,64,2021-12-13 23:24:15
1779,300,375,,2021-12-14 03:39:45
1780,100,145,,2021-12-14 06:55:04
1781,300,233,,2021-12-14 07:11:36
1782,100,,168,2021-12-14 11:01:42
1783,100,317,,2021-12-14 14:16:00
1784,200,87,,2021-12-14 15:31:34
1785,300,262,,2021-12-14 18:57:48
1786,300,,201,2021-12-14 19:33:17
1787,100,68,,2021-12-14 22:36:12
1788,200,143,,2021-12-15 06:40:05
1789,300,,206,2021-12-15 09:36:23
1790,100,231,,2021-12-15 15:59:52
1791,100,149,,2021-12-15 17:55:06
1792,300,,179,2021-12-15 18:00:57
1793,300,7,,2021-12-15 20:21:33
1794,200,,196,2021-12-15 21:58:38
1795,200,,50,2021-12-16 01:26:43
1796,300,8,,2021-12-16 03:06:17
1797,300,336,,2021-12-16 05:04:59
1798,300,56,,2021-12-16 07:04:27
1799,100,208,,2021-12-16 09:28:45
1800,200,,213,2021-12-16 12:54:50
1801,100,,5,2021-12-16 13:43:26
1802,300,373,,2021-12-16 14:30:45
1803,100,76,,2021-12-16 15:58:21
1804,200,297,,2021-12-16 18:59:47
1805,200,161,,2021-12-16 20:10:11
1806,300,,191,2021-12-16 20:33:16
1807,100,196,,2021-12-16 21:57:45
1808,200,,188,2021-12-16 23:42:32
1809,100,,180,2021-12-17 07:06:30
1810,100,186,,2021-12-17 07:36:06
1811,200,,188,2021-12-17 07:46:58
1812,100,,186,2021-12-17 08:05:00
1813,100,222,,2021-12-17 09:54:27
1814,200,351,,2021-12-17 10:14:24
1815,300,142,,2021-12-17 11:52:06
1816,100,133,,2021-12-17 21:00:28
1817,300,78,,2021-12-18 09:25:27
1818,100,353,,2021-12-18 21:40:58
1819,100,242,,2021-12-19 07:50:49
1820,200,64,,2021-12-19 10:41:21
1821,200,164,,2021-12-19 12:02:59
1822,300,219,,2021-12-19 13:11:37
1823,300,303,,2021-12-20 00:46:04
1824,100,27,,2021-12-20 01:26:09
1825,100,,180,2021-12-20 05:40:44
1826,100,189,,2021-12-20 06:29:41
1827,300,191,,2021-12-20 12:52:12
1828,200,,158,2021-12-20 17:32:38
1829,300,,151,2021-12-21 00:18:12
1830,300,131,,2021-12-21 06:07:25
1831,100,106,,2021-12-21 08:11:46
1832,300,284,,2021-12-21 20:15:54
1833,200,,148,2021-12-21 22:52:19
1834,100,342,,2021-12-22 02:27:36
1835,100,360,,2021-12-22 04:29:07
1836,300,,8,2021-12-22 07:49:04
1837,300,,103,2021-12-22 07:50:01
1838,300,280,,2021-12-22 15:04:57
1839,200,347,,2021-12-22 18:18:01
1840,100,,80,2021-12-22 19:07:02
1841,100,281,,2021-12-22 19:35:59
1842,200,306,,2021-12-23 01:29:29
1843,200,,33,2021-12-23 22:30:33
1844,300,,114,2021-12-25 07:36:29
1845,100,167,,2021-12-25 10:01:32
1846,100,9,,2021-12-25 10:31:30
1847,100,102,,2021-12-26 03:29:43
1848,200,360,,2021-12-26 06:55:54
1849,300,211,,2021-12-26 11:53:41
1850,100,62,,2021-12-26 14:04:37
1851,200,65,,2021-12-26 19:29:22
1852,300,61,,2021-12-26 22:13:01
1853,200,,34,2021-12-27 08:38:05
1854,300,320,,2021-12-27 11:36:33
1855,100,,120,2021-12-27 15:22:41
1856,300,,59,2021-12-27 20:20:28
1857,100,6,,2021-12-27 23:42:51
1858,100,291,,2021-12-28 05:30:55
1859,200,367,,2021-12-28 12:47:36
1860,300,14,,2021-12-28 15:31:36
1861,300,,81,2021-12-28 22:35:23
1862,100,28,,2021-12-29 02:55:34
1863,300,262,,2021-12-29 11:28:03
1864,200,120,,2021-12-29 17:49:46
1865,100,159,,2021-12-29 21:08:58
1866,300,,83,2021-12-30 01:43:42
1867,300,275,,2021-12-30 02:01:35
1868,300,97,,2021-12-30 05:00:01
1869,200,170,,2021-12-30 11:36:35
1870,300,,58,2021-12-30 14:36:17
1871,200,16,,2021-12-30 16:01:29
1872,300,127,,2021-12-30 16:26:26
1873,300,,193,2021-12-31 09:48:51
1874,200,150,,2021-12-31 14:13:55
1875,300,,75,2021-12-31 14:52:40
1876,300,,214,2021-12-31 17:40:05
1877,200,12,,2022-01-01 05:52:02
1878,200,,156,2022-01-01 11:20:41
1879,200,,198,2022-01-01 17:06:34
1880,200,161,,2022-01-02 02:55:36
1881,200,,116,2022-01-02 06:53:53
1882,100,360,,2022-01-02 07:14:36
1883,200,391,,2022-01-02 08:25:40
1884,200,10,,2022-01-02 10:51:19
1885,300,,122,2022-01-02 14:51:22
1886,100,,84,2022-01-02 16:42:48
1887,300,,209,2022-01-02 21:26:00
1888,200,,53,2022-01-03 05:24:49
1889,100,170,,2022-01-03 08:29:36
1890,100,230,,2022-01-03 15:09:48
1891,200,61,,2022-01-03 22:26:59
1892,100,305,,2022-01-03 23:16:23
1893,100,144,,2022-01-04 01:00:26
1894,100,,191,2022-01-04 03:45:51
1895,200,384,,2022-01-04 08:16:16
1896,200,177,,2022-01-04 09:27:33
1897,200,306,,2022-01-04 12:11:38
1898,100,161,,2022-01-04 19:27:23
1899,200,25,,2022-01-04 20:22:37
1900,300,283,,2022-01-04 21:56:51
1901,300,344,,2022-01-04 23:03:23
1902,200,,216,2022-01-05 03:59:23
1903,100,,173,2022-01-05 04:41:47
1904,300,156,,2022-01-05 10:19:16
1905,100,41,,2022-01-06 05:15:23
1906,100,223,,2022-01-06 05:54:33
1907,200,119,,2022-01-06 07:05:49
1908,100,364,,2022-01-06 09:23:35
1909,200,59,,2022-01-06 17:12:45
1910,300,274,,2022-01-06 22:11:42
1911,200,149,,2022-01-06 22:36:54
1912,200,,178,2022-01-07 00:15:01
1913,300,207,,2022-01-07 01:44:32
1914,100,338,,2022-01-07 16:29:58
1915,300,219,,2022-01-07 18:49:39
1916,100,345,,2022-01-08 00:13:46
1917,300,13,,2022-01-08 02:33:50
1918,300,261,,2022-01-08 03:37:28
1919,200,,128,2022-01-08 04:12:20
1920,100,350,,2022-01-08 13:24:43
1921,300,157,,2022-01-08 17:44:54
1922,300,349,,2022-01-08 22:22:31
1923,200,,137,2022-01-09 00:13:32
1924,200,389,,2022-01-09 04:40:14
1925,300,314,,2022-01-09 05:14:47
1926,100,,26,2022-01-09 07:32:35
1927,200,,17,2022-01-09 12:16:49
1928,100,365,,2022-01-09 12:58:47
1929,300,324,,2022-01-09 18:15:20
1930,100,36,,2022-01-09 18:41:40
1931,100,398,,2022-01-09 20:13:18
1932,100,109,,2022-01-09 22:28:15
1933,100,345,,2022-01-09 22:46:18
1934,200,,164,2022-01-10 05:29:58
1935,100,332,,2022-01-10 06:13:13
1936,100,141,,2022-01-10 06:35:05
1937,100,,55,2022-01-10 09:11:01
1938,100,,47,2022-01-10 09:41:37
1939,300,25,,2022-01-10 10:03:59
1940,100,,164,2022-01-10 12:56:44
1941,100,,3,2022-01-10 14:32:42
1942,300,52,,2022-01-10 16:53:28
1943,200,334,,2022-01-11 01:55:18
1944,300,94,,2022-01-11 03:29:47
1945,300,359,,2022-01-11 04:54:23
1946,200,,126,2022-01-11 09:36:47
1947,300,112,,2022-01-11 19:56:54
1948,100,,36,2022-01-12 03:11:24
1949,100,251,,2022-01-12 12:40:19
1950,100,176,,2022-01-12 13:10:14
1951,200,258,,2022-01-12 16:33:02
1952,200,279,,2022-01-12 17:26:20
1953,300,342,,2022-01-12 19:58:45
1954,300,,55,2022-01-12 20:22:04
1955,200,295,,2022-01-12 21:12:37
1956,100,68,,2022-01-12 21:53:06
1957,200,,204,2022-01-12 21:55:21
1958,200,,215,2022-01-13 00:04:28
1959,100,210,,2022-01-13 03:32:37
1960,100,254,,2022-01-13 04:17:44
1961,200,,170,2022-01-13 05:20:19
1962,300,403,,2022-01-13 07:23:26
1963,200,32,,2022-01-13 10:15:21
1964,200,186,,2022-01-13 14:15:21
1965,300,,193,2022-01-13 18:11:11
1966,200,138,,2022-01-13 23:51:39
1967,200,,68,2022-01-14 03:42:44
1968,300,42,,2022-01-14 04:34:04
1969,300,,155,2022-01-14 05:41:59
1970,200,288,,2022-01-14 06:24:39
1971,200,70,,2022-01-14 06:35:49
1972,200,,132,2022-01-14 08:36:04
1973,200,20,,2022-01-14 14:06:28
1974,300,242,,2022-01-14 14:23:32
1975,100,143,,2022-01-14 18:23:50
1976,100,348,,2022-01-14 20:40:27
1977,300,52,,2022-01-15 01:53:31
1978,300,197,,2022-01-15 02:20:05
1979,100,322,,2022-01-15 05:33:20
1980,100,198,,2022-01-15 10:04:48
1981,200,,65,2022-01-15 12:11:53
1982,200,338,,2022-01-15 13:45:41
1983,100,203,,2022-01-15 14:21:22
1984,100,,140,2022-01-15 15:16:43
1985,100,213,,2022-01-15 16:09:49
1986,300,293,,2022-01-15 17:45:59
1987,300,,75,2022-01-16 05:48:22
1988,200,66,,2022-01-16 17:22:07
1989,300,313,,2022-01-16 19:24:00
1990,100,333,,2022-01-16 22:47:17
1991,100,250,,2022-01-17 03:19:15
1992,100,,19,2022-01-17 16:48:30
1993,100,249,,2022-01-18 00:00:02
1994,300,368,,2022-01-18 09:16:22
1995,300,288,,2022-01-18 10:14:25
1996,200,,61,2022-01-18 11:13:16
1997,300,,135,2022-01-18 12:56:44
1998,300,66,,2022-01-19 05:40:29
1999,200,300,,2022-01-19 08:08:03
2000,200,20,,2022-01-19 14:59:05
2001,300,,19,2022-01-19 15:09:58
2002,100,,226,2022-01-19 17:15:49
2003,300,156,,2022-01-19 17:55:02
2004,300,246,,2022-01-19 20:05:58
2005,300,,102,2022-01-19 21:23:05
2006,200,,114,2022-01-20 03:15:29
2007,300,338,,2022-01-20 09:28:40
2008,100,204,,2022-01-20 13:41:26
2009,300,157,,2022-01-20 22:15:46
2010,200,322,,2022-01-21 08:58:12
2011,100,,109,2022-01-21 19:47:46
2012,100,307,,2022-01-21 19:58:30
2013,100,,86,2022-01-22 00:23:01
2014,300,385,,2022-01-22 06:12:42
2015,300,57,,2022-01-22 10:39:00
2016,300,347,,2022-01-22 12:49:52
2017,100,16,,2022-01-22 12:58:46
2018,300,87,,2022-01-22 13:27:05
2019,200,381,,2022-01-22 18:11:53
2020,200,54,,2022-01-22 19:06:24
2021,200,,4,2022-01-23 01:29:16
2022,100,160,,2022-01-23 03:19:07
2023,200,,192,2022-01-23 21:15:58
2024,100,,64,2022-01-25 03:44:22
2025,300,342,,2022-01-25 06:40:45
2026,100,102,,2022-01-25 08:14:47
2027,200,,211,2022-01-25 11:20:47
2028,100,98,,2022-01-25 12:01:39
2029,100,99,,2022-01-25 13:30:07
2030,100,221,,2022-01-25 13:49:42
2031,200,248,,2022-01-25 21:23:14
2032,300,222,,2022-01-25 22:56:54
2033,300,,58,2022-01-26 12:22:47
2034,200,366,,2022-01-26 14:18:55
2035,300,,8,2022-01-26 20:45:33
2036,200,247,,2022-01-27 01:21:39
2037,100,128,,2022-01-27 09:00:10
2038,300,227,,2022-01-27 10:38:39
2039,100,,211,2022-01-27 14:22:21
2040,100,155,,2022-01-27 19:26:38
2041,100,92,,2022-01-28 07:25:52
2042,300,,192,2022-01-28 09:23:01
2043,300,352,,2022-01-28 13:23:25
2044,100,123,,2022-01-28 13:39:48
2045,200,,229,2022-01-28 19:27:31
2046,200,,51,2022-01-28 23:16:57
2047,200,268,,2022-01-29 03:20:14
2048,200,,194,2022-01-29 05:24:14
2049,200,303,,2022-01-29 19:11:18
2050,300,,186,2022-01-29 19:44:42
2051,200,59,,2022-01-29 19:50:02
2052,300,67,,2022-01-29 23:41:36
2053,100,97,,2022-01-30 00:53:53
2054,300,,143,2022-01-30 02:27:02
2055,200,,166,2022-01-30 02:28:46
2056,200,133,,2022-01-30 06:54:54
2057,300,78,,2022-01-30 18:41:30
2058,100,180,,2022-01-30 22:19:23
2059,100,49,,2022-01-31 08:23:48
2060,300,16,,2022-01-31 12:09:41
2061,300,9,,2022-02-01 05:45:15
2062,200,180,,2022-02-01 10:31:50
2063,100,169,,2022-02-01 12:28:35
2064,100,382,,2022-02-01 12:31:58
2065,100,261,,2022-02-01 14:21:57
2066,100,389,,2022-02-01 15:25:08
2067,100,,127,2022-02-01 18:08:20
2068,200,,133,2022-02-01 21:56:04
2069,300,,82,2022-02-01 23:32:16
2070,200,6,,2022-02-02 02:15:13
2071,100,,64,2022-02-02 10:07:44
2072,200,342,,2022-02-02 12:50:32
2073,200,,232,2022-02-02 21:41:00
2074,300,54,,2022-02-03 00:48:30
2075,300,221,,2022-02-03 15:42:25
2076,200,395,,2022-02-04 12:54:44
2077,200,315,,2022-02-05 04:54:36
2078,100,,118,2022-02-05 14:43:47
2079,200,,215,2022-02-05 16:48:13
2080,300,,163,2022-02-06 09:54:52
2081,300,385,,2022-02-07 10:39:37
2082,300,66,,2022-02-07 13:59:59
2083,200,342,,2022-02-07 19:15:06
2084,200,,128,2022-02-07 21:36:09
2085,300,321,,2022-02-07 23:27:00
2086,300,,189,2022-02-07 23:55:22
2087,200,121,,2022-02-08 03:02:00
2088,300,,41,2022-02-08 08:24:56
2089,100,,215,2022-02-08 08:47:11
2090,100,182,,2022-02-08 09:53:11
2091,100,337,,2022-02-08 16:47:20
2092,300,274,,2022-02-08 19:10:01
2093,300,155,,2022-02-08 20:01:21
2094,100,140,,2022-02-09 11:53:14
2095,300,162,,2022-02-09 16:39:01
2096,300,,188,2022-02-09 18:04:58
2097,100,,94,2022-02-09 19:05:36
2098,300,,46,2022-02-09 20:25:49
2099,200,71,,2022-02-10 01:44:28
2100,200,210,,2022-02-10 06:38:18
2101,100,38,,2022-02-10 08:37:33
2102,300,90,,2022-02-10 08:39:18
2103,100,248,,2022-02-10 11:22:25
2104,200,,172,2022-02-10 19:42:19
2105,200,,170,2022-02-10 20:50:15
2106,300,180,,2022-02-10 23:29:25
2107,100,,136,2022-02-11 00:27:08
2108,300,125,,2022-02-11 07:14:51
2109,200,148,,2022-02-11 15:54:12
2110,200,243,,2022-02-11 17:25:58
2111,200,,174,2022-02-11 17:41:56
2112,100,,5,2022-02-11 18:54:57
2113,100,87,,2022-02-11 21:17:12
2114,300,385,,2022-02-12 02:43:48
2115,100,94,,2022-02-12 07:01:29
2116,100,237,,2022-02-12 15:47:03
2117,300,,58,2022-02-12 17:08:58
2118,200,39,,2022-02-13 01:29:04
2119,200,140,,2022-02-13 16:58:26
2120,100,194,,2022-02-13 19:29:08
2121,100,18,,2022-02-14 02:39:02
2122,300,129,,2022-02-14 06:45:16
2123,300,,116,2022-02-14 07:32:51
2124,200,,201,2022-02-14 07:49:42
2125,300,324,,2022-02-14 16:13:01
2126,200,15,,2022-02-14 16:55:32
2127,200,243,,2022-02-15 00:36:20
2128,100,245,,2022-02-15 06:12:19
2129,300,241,,2022-02-16 07:17:23
2130,300,288,,2022-02-16 08:47:50
2131,100,,91,2022-02-16 11:41:51
2132,200,43,,2022-02-16 14:46:21
2133,100,296,,2022-02-16 20:01:54
2134,100,,81,2022-02-16 22:01:04
2135,300,376,,2022-02-16 22:48:05
2136,100,250,,2022-02-17 01:52:11
2137,200,17,,2022-02-17 08:06:05
2138,300,207,,2022-02-17 14:10:36
2139,300,321,,2022-02-17 15:34:55
2140,200,136,,2022-02-17 17:15:32
2141,300,342,,2022-02-17 20:36:28
2142,300,310,,2022-02-17 21:14:53
2143,100,321,,2022-02-17 23:55:37
2144,300,,97,2022-02-18 05:05:36
2145,200,353,,2022-02-18 12:09:25
2146,100,85,,2022-02-18 17:10:28
2147,200,300,,2022-02-19 04:04:37
2148,100,,28,2022-02-19 08:13:58
2149,200,132,,2022-02-19 08:55:49
2150,200,322,,2022-02-19 15:55:29
2151,100,,199,2022-02-19 16:22:18
2152,300,,52,2022-02-19 17:19:17
2153,200,438,,2022-02-19 17:41:36
2154,100,99,,2022-02-20 01:05:08
2155,100,384,,2022-02-20 03:51:48
2156,200,394,,2022-02-20 06:27:25
2157,300,169,,2022-02-20 07:57:54
2158,200,,197,2022-02-20 17:30:32
2159,200,82,,2022-02-20 22:14:55
2160,300,122,,2022-02-21 01:07:25
2161,300,434,,2022-02-21 16:15:32
2162,300,157,,2022-02-21 16:44:59
2163,100,338,,2022-02-21 22:23:24
2164,100,322,,2022-02-22 04:45:59
2165,300,310,,2022-02-22 06:10:51
2166,200,,15,2022-02-22 07:16:27
2167,100,,241,2022-02-22 17:19:37
2168,200,127,,2022-02-22 22:34:08
2169,300,39,,2022-02-22 23:12:20
2170,100,379,,2022-02-23 02:22:16
2171,300,,182,2022-02-23 04:44:33
2172,200,40,,2022-02-23 10:35:51
2173,200,220,,2022-02-23 14:56:58
2174,100,4,,2022-02-23 17:55:54
2175,300,101,,2022-02-23 19:24:54
2176,300,387,,2022-02-23 20:58:47
2177,200,,161,2022-02-24 01:24:56
2178,200,8,,2022-02-24 06:37:52
2179,100,,7,2022-02-24 19:38:40
2180,300,423,,2022-02-25 01:48:28
2181,200,204,,2022-02-25 09:44:35
2182,100,324,,2022-02-25 16:58:38
2183,200,26,,2022-02-26 00:39:08
2184,300,45,,2022-02-26 04:04:56
2185,200,27,,2022-02-26 07:48:55
2186,100,225,,2022-02-26 20:28:09
2187,100,223,,2022-02-26 22:25:30
2188,200,337,,2022-02-27 01:04:59
2189,300,133,,2022-02-27 13:46:08
2190,200,445,,2022-02-27 13:49:31
2191,100,,171,2022-02-27 18:19:54
2192,100,216,,2022-02-27 19:10:25
2193,100,36,,2022-02-27 23:24:18
2194,100,,15,2022-02-28 06:09:10
2195,100,370,,2022-02-28 06:57:00
2196,200,135,,2022-02-28 08:02:52
2197,100,106,,2022-02-28 09:36:56
2198,100,376,,2022-02-28 15:04:56
2199,200,263,,2022-03-01 04:05:35
2200,100,375,,2022-03-01 08:25:23
2201,100,,31,2022-03-01 15:05:05
2202,200,420,,2022-03-01 15:43:48
2203,200,280,,2022-03-01 20:20:00
2204,300,151,,2022-03-01 21:53:57
2205,100,69,,2022-03-01 22:23:22
2206,100,111,,2022-03-01 23:45:13
2207,200,,153,2022-03-02 02:46:29
2208,300,36,,2022-03-02 07:08:30
2209,200,409,,2022-03-02 08:03:17
2210,200,,249,2022-03-02 17:09:44
2211,100,360,,2022-03-02 17:23:19
2212,100,,186,2022-03-02 19:22:11
2213,100,269,,2022-03-02 19:25:53
2214,300,294,,2022-03-03 07:22:36
2215,300,25,,2022-03-03 14:08:29
2216,300,12,,2022-03-03 15:04:26
2217,200,424,,2022-03-03 18:47:35
2218,300,440,,2022-03-03 20:34:47
2219,100,195,,2022-03-03 22:26:51
2220,200,437,,2022-03-04 02:38:35
2221,300,,105,2022-03-04 09:24:38
2222,200,55,,2022-03-04 12:09:12
2223,300,280,,2022-03-05 02:05:42
2224,300,162,,2022-03-05 05:15:12
2225,300,15,,2022-03-05 06:35:34
2226,200,,118,2022-03-05 17:22:42
2227,100,335,,2022-03-05 20:00:56
2228,200,,181,2022-03-06 00:12:29
2229,200,,214,2022-03-06 04:54:06
2230,200,3,,2022-03-06 05:32:42
2231,200,,179,2022-03-06 06:59:21
2232,100,,245,2022-03-06 08:31:14
2233,200,367,,2022-03-06 13:59:15
2234,200,,65,2022-03-06 19:35:52
2235,100,150,,2022-03-07 04:04:00
2236,100,403,,2022-03-07 17:49:34
2237,200,,131,2022-03-08 02:11:32
2238,200,332,,2022-03-08 09:22:28
2239,300,,72,2022-03-08 09:31:00
2240,100,,233,2022-03-08 14:55:37
2241,300,126,,2022-03-08 15:13:42
2242,200,,163,2022-03-08 16:29:36
2243,200,150,,2022-03-08 17:21:42
2244,100,323,,2022-03-08 20:45:26
2245,100,355,,2022-03-08 23:27:25
2246,100,25,,2022-03-09 08:13:17
2247,200,42,,2022-03-09 11:06:24
2248,100,,172,2022-03-10 04:53:39
2249,300,316,,2022-03-10 05:05:27
2250,200,,188,2022-03-10 06:52:04
2251,200,,62,2022-03-10 22:27:11
2252,100,349,,2022-03-11 01:51:15
2253,200,,70,2022-03-11 05:14:08
2254,100,,128,2022-03-11 16:18:55
2255,200,419,,2022-03-11 17:25:00
2256,100,417,,2022-03-11 17:35:03
2257,100,118,,2022-03-11 17:46:16
2258,300,430,,2022-03-11 23:35:23
2259,100,198,,2022-03-12 00:23:42
2260,300,,225,2022-03-12 13:31:43
2261,100,,11,2022-03-12 17:12:29
2262,300,,38,2022-03-12 19:27:23
2263,200,293,,2022-03-12 20:09:07
2264,100,307,,2022-03-12 22:08:21
2265,300,377,,2022-03-12 22:11:26
2266,100,,106,2022-03-13 02:34:11
2267,200,90,,2022-03-13 07:20:51
2268,300,117,,2022-03-13 09:47:32
2269,300,,180,2022-03-13 13:26:08
2270,300,156,,2022-03-13 14:07:25
2271,200,164,,2022-03-13 18:34:03
2272,300,376,,2022-03-13 23:17:47
2273,200,360,,2022-03-14 02:17:45
2274,200,452,,2022-03-14 04:03:55
2275,100,,100,2022-03-14 05:52:54
2276,100,255,,2022-03-14 09:11:03
2277,200,,195,2022-03-14 09:48:40
2278,100,302,,2022-03-14 17:14:05
2279,200,,160,2022-03-15 03:51:33
2280,100,,118,2022-03-15 03:59:05
2281,300,291,,2022-03-15 10:47:03
2282,300,136,,2022-03-15 18:40:20
2283,100,190,,2022-03-15 20:54:58
2284,100,,184,2022-03-16 00:01:29
2285,300,89,,2022-03-16 01:32:16
2286,100,427,,2022-03-16 01:48:25
2287,100,270,,2022-03-16 04:07:47
2288,200,16,,2022-03-16 09:04:12
2289,300,356,,2022-03-16 10:01:29
2290,200,,203,2022-03-16 16:08:22
2291,300,251,,2022-03-16 16:09:33
2292,200,,32,2022-03-16 21:54:13
2293,100,241,,2022-03-17 01:53:19
2294,300,440,,2022-03-17 04:23:51
2295,300,394,,2022-03-17 11:09:47
2296,100,70,,2022-03-17 16:45:10
2297,300,219,,2022-03-17 23:17:29
2298,200,,231,2022-03-18 11:33:45
2299,200,36,,2022-03-18 14:39:21
2300,200,,231,2022-03-19 01:46:06
2301,100,,50,2022-03-19 04:20:46
2302,100,325,,2022-03-19 12:37:57
2303,100,328,,2022-03-19 16:29:46
2304,300,133,,2022-03-20 16:00:58
2305,200,29,,2022-03-20 17:41:22
2306,200,268,,2022-03-21 03:25:34
2307,300,375,,2022-03-21 04:58:15
2308,300,,125,2022-03-21 15:10:18
2309,100,443,,2022-03-21 19:15:04
2310,100,118,,2022-03-22 00:04:37
2311,100,274,,2022-03-22 01:18:30
2312,100,356,,2022-03-22 05:34:01
2313,100,,58,2022-03-22 05:58:24
2314,100,,184,2022-03-22 08:09:36
2315,300,460,,2022-03-22 11:41:50
2316,200,203,,2022-03-22 12:20:43
2317,200,305,,2022-03-22 14:33:47
2318,100,,231,2022-03-22 23:38:25
2319,100,241,,2022-03-23 03:39:40
2320,100,89,,2022-03-23 10:32:20
2321,300,318,,2022-03-23 16:26:46
2322,100,52,,2022-03-23 19:54:32
2323,200,436,,2022-03-24 07:23:49
2324,100,,20,2022-03-24 07:41:06
2325,200,74,,2022-03-24 12:32:28
2326,300,233,,2022-03-24 17:15:18
2327,200,362,,2022-03-24 19:45:57
