Order_id,branch_id,customer_id,time,payment_method,status_order,installation_order
2632,100,412,2024-10-11 14:07:50,Cash,Completed,Yes
2633,200,1527,2025-05-22 00:40:39,Credit Card,Completed,No
2634,100,1205,2023-03-09 17:26:36,Online,Completed,No
2635,300,2642,2025-07-04 13:43:17,Cash,Completed,No
2636,200,936,2024-06-13 00:01:28,Cash,Pending,No
2637,300,105,2024-12-27 14:45:53,Online,Completed,No
2638,100,863,2023-02-23 16:43:11,Cash,Completed,Yes
2639,100,1736,2025-03-25 12:52:00,Cash,Completed,Yes
2640,200,778,2023-01-10 17:17:32,Cash,Completed,Yes
2641,200,2598,2024-11-29 15:54:01,Online,Completed,Yes
2642,200,2604,2025-01-06 18:40:52,Cash,Pending,Yes
2643,200,2039,2025-05-03 18:51:15,Cash,Completed,Yes
2644,200,656,2025-04-29 09:01:36,Debit Card,Completed,No
2645,300,361,2025-02-14 02:44:56,Credit Card,Completed,Yes
2646,100,1757,2024-08-30 12:55:29,Debit Card,Completed,Yes
2647,100,1642,2024-11-26 23:59:58,Online,Pending,Yes
2648,100,800,2023-02-15 00:14:26,Cash,Completed,No
2649,200,1754,2024-08-02 02:54:30,Cash,Completed,Yes
2650,100,1638,2023-10-03 00:15:28,Credit Card,Completed,No
2651,100,643,2024-11-08 20:08:08,Online,Completed,No
2652,100,895,2022-02-24 13:05:38,Debit Card,Completed,Yes
2653,100,2548,2025-02-27 19:59:50,Online,Completed,No
2654,100,2062,2024-04-18 06:54:11,Debit Card,Completed,Yes
2655,100,352,2023-03-24 13:26:50,Credit Card,Pending,No
2656,300,1573,2024-05-11 08:25:25,Debit Card,Completed,Yes
2657,200,2537,2024-11-10 13:58:49,Cash,Completed,No
2658,100,1900,2025-02-14 07:08:11,Debit Card,Completed,Yes
2659,300,1870,2025-05-04 21:13:04,Credit Card,Completed,No
2660,100,658,2023-05-16 00:14:02,Cash,Completed,Yes
2661,200,2669,2024-07-24 22:19:58,Debit Card,Completed,Yes
2662,200,1731,2025-04-23 06:23:54,Debit Card,Pending,Yes
2663,100,20,2024-10-28 16:47:44,Cash,Completed,No
2664,300,1896,2025-05-25 14:21:57,Cash,Completed,No
2665,300,157,2025-03-10 23:59:18,Debit Card,Completed,Yes
2666,200,1977,2025-04-02 01:16:58,Online,Completed,Yes
2667,300,867,2025-04-22 14:46:03,Credit Card,Completed,Yes
2668,300,1762,2025-06-09 02:37:16,Credit Card,Completed,No
2669,100,1007,2023-10-13 22:10:53,Cash,Completed,No
2670,300,2040,2025-02-07 03:37:19,Credit Card,Pending,No
2671,100,1859,2025-05-13 18:57:29,Debit Card,Completed,Yes
2672,300,1809,2025-06-19 05:06:48,Cash,Pending,Yes
2673,300,1971,2024-05-24 02:49:20,Cash,Completed,Yes
2674,200,450,2024-01-06 17:41:46,Online,Completed,Yes
2675,300,1218,2024-12-17 15:11:08,Debit Card,Completed,No
2676,300,27,2024-07-16 02:44:36,Online,Pending,Yes
2677,200,1687,2025-04-26 02:42:22,Credit Card,Completed,Yes
2678,200,181,2025-04-10 03:52:25,Cash,Completed,No
2679,200,1067,2024-09-22 06:04:53,Cash,Pending,Yes
2680,100,2451,2024-02-13 18:04:17,Online,Completed,Yes
2681,200,1803,2024-07-07 19:42:00,Cash,Cancelled,Yes
2682,200,2201,2025-05-23 03:58:20,Cash,Completed,No
2683,100,2387,2024-02-28 05:45:52,Debit Card,Completed,No
2684,100,737,2023-10-02 02:51:58,Debit Card,Completed,Yes
2685,200,1662,2024-10-13 19:43:45,Debit Card,Cancelled,Yes
2686,200,2307,2025-02-12 07:08:13,Cash,Cancelled,Yes
2687,200,835,2025-07-14 21:47:24,Online,Pending,Yes
2688,300,207,2024-04-13 09:57:25,Debit Card,Completed,No
2689,200,1768,2024-08-16 23:57:06,Cash,Completed,No
2690,200,1379,2025-06-16 12:19:27,Debit Card,Pending,Yes
2691,300,2156,2025-01-22 18:06:37,Online,Completed,No
2692,200,1841,2024-12-08 02:57:12,Cash,Completed,No
2693,200,1944,2025-03-25 18:39:09,Cash,Completed,No
2694,100,2918,2024-09-03 09:55:44,Credit Card,Completed,No
2695,100,668,2022-06-25 07:09:40,Cash,Completed,No
2696,300,2966,2025-05-01 20:41:59,Online,Completed,No
2697,200,481,2024-10-19 17:31:33,Online,Pending,Yes
2698,100,2165,2025-06-06 07:47:08,Debit Card,Completed,No
2699,200,2786,2023-08-09 00:41:13,Credit Card,Completed,Yes
2700,100,2418,2022-08-22 05:09:43,Debit Card,Completed,No
2701,100,605,2024-02-22 07:45:45,Cash,Completed,Yes
2702,200,972,2025-02-13 14:46:40,Credit Card,Completed,No
2703,300,78,2025-04-25 23:02:32,Debit Card,Completed,Yes
2704,100,11,2024-10-06 09:36:18,Online,Completed,Yes
2705,200,2711,2023-05-03 19:53:19,Cash,Completed,Yes
2706,300,1623,2024-06-10 18:51:57,Online,Completed,Yes
2707,300,347,2024-02-16 18:15:27,Credit Card,Completed,Yes
2708,200,1936,2025-02-11 06:40:51,Debit Card,Completed,Yes
2709,300,2889,2024-07-19 11:24:35,Online,Completed,Yes
2710,200,2746,2024-12-03 12:24:11,Credit Card,Completed,Yes
2711,300,2876,2025-06-08 17:04:55,Online,Completed,Yes
2712,100,39,2021-11-04 03:02:54,Online,Completed,No
2713,100,1625,2024-07-25 13:39:55,Online,Pending,No
2714,100,2342,2024-10-04 12:53:47,Cash,Completed,No
2715,300,613,2025-02-26 09:06:24,Cash,Completed,No
2716,200,1658,2023-01-19 11:29:46,Cash,Pending,Yes
2717,200,2680,2024-10-06 15:49:05,Online,Completed,Yes
2718,300,1207,2025-01-19 20:30:40,Debit Card,Completed,No
2719,100,2798,2024-11-26 18:37:17,Credit Card,Pending,Yes
2720,300,2536,2025-02-10 03:54:27,Online,Completed,Yes
2721,100,495,2025-05-29 03:01:55,Cash,Pending,Yes
2722,200,783,2025-05-25 03:35:39,Debit Card,Cancelled,Yes
2723,300,1395,2025-06-30 02:59:56,Debit Card,Completed,No
2724,100,130,2023-11-22 11:33:28,Cash,Pending,No
2725,300,2116,2025-04-17 00:17:53,Online,Completed,No
2726,300,2999,2025-07-14 06:53:47,Credit Card,Completed,No
2727,100,2200,2024-03-15 13:12:43,Cash,Completed,No
2728,100,2813,2025-06-16 15:18:24,Cash,Completed,Yes
2729,100,608,2024-01-21 18:41:17,Debit Card,Completed,No
2730,300,1982,2024-01-22 08:01:20,Cash,Completed,Yes
2731,300,969,2024-10-31 21:35:58,Online,Completed,Yes
2732,100,2153,2024-12-21 08:22:19,Debit Card,Completed,Yes
2733,100,1081,2022-12-23 21:32:42,Debit Card,Completed,No
2734,200,1563,2023-11-22 00:17:30,Debit Card,Completed,No
2735,300,2427,2025-04-21 08:13:32,Cash,Completed,Yes
2736,200,1350,2023-04-10 10:28:33,Credit Card,Completed,Yes
2737,300,1085,2025-06-06 00:50:18,Debit Card,Completed,Yes
2738,300,128,2024-04-28 11:48:16,Cash,Completed,Yes
2739,200,319,2025-04-01 04:40:52,Debit Card,Cancelled,No
2740,200,627,2025-05-20 10:38:52,Debit Card,Completed,No
2741,200,677,2023-05-30 09:35:54,Cash,Completed,No
2742,200,625,2025-06-29 18:35:24,Credit Card,Pending,No
2743,100,2351,2024-01-21 02:02:18,Credit Card,Completed,Yes
2744,300,1167,2025-05-13 20:38:41,Online,Completed,No
2745,100,2795,2024-03-11 21:10:06,Debit Card,Completed,Yes
2746,300,853,2024-11-24 09:09:49,Online,Completed,No
2747,300,1852,2024-11-11 10:06:05,Cash,Completed,No
2748,300,2602,2025-04-29 22:34:01,Debit Card,Completed,Yes
2749,200,2516,2024-07-20 07:10:25,Credit Card,Completed,No
2750,300,2283,2024-02-13 14:35:54,Credit Card,Completed,No
2751,100,1727,2023-05-30 23:21:00,Debit Card,Completed,Yes
2752,300,2199,2025-06-13 22:12:26,Credit Card,Completed,No
2753,300,506,2024-06-26 04:32:12,Online,Pending,No
2754,300,72,2024-11-10 20:20:57,Online,Completed,No
2755,100,1145,2025-06-30 23:23:11,Cash,Completed,Yes
2756,200,1025,2025-07-15 10:20:00,Debit Card,Completed,No
2757,200,2352,2025-06-06 12:44:36,Online,Completed,Yes
2758,100,2426,2025-06-25 17:30:23,Online,Completed,Yes
2759,300,2839,2024-12-19 00:17:12,Debit Card,Completed,Yes
2760,100,2116,2025-07-08 07:40:18,Debit Card,Completed,No
2761,300,2370,2024-05-29 11:28:24,Debit Card,Completed,No
2762,300,1294,2024-09-03 09:19:56,Debit Card,Completed,Yes
2763,200,1258,2025-05-25 19:36:45,Cash,Completed,Yes
2764,100,2943,2021-06-15 07:19:04,Online,Completed,Yes
2765,100,812,2022-09-14 08:59:39,Cash,Pending,No
2766,200,1757,2025-04-28 13:26:37,Online,Completed,Yes
2767,100,2640,2023-10-01 02:42:54,Credit Card,Completed,No
2768,200,2460,2024-10-13 17:14:45,Credit Card,Completed,Yes
2769,200,396,2024-09-28 15:48:05,Debit Card,Pending,No
2770,100,362,2025-04-22 01:32:26,Debit Card,Completed,No
2771,300,1559,2025-07-05 09:50:27,Online,Completed,No
2772,200,617,2025-05-28 16:57:53,Debit Card,Completed,No
2773,300,977,2025-04-17 10:55:22,Credit Card,Completed,No
2774,100,251,2024-02-26 20:37:09,Credit Card,Completed,No
2775,100,1310,2023-07-21 13:10:09,Online,Pending,No
2776,100,1261,2025-07-08 07:03:26,Credit Card,Completed,Yes
2777,200,2020,2025-04-12 17:44:48,Credit Card,Completed,Yes
2778,300,302,2024-12-21 19:37:33,Credit Card,Completed,No
2779,300,182,2025-03-29 10:02:01,Online,Pending,No
2780,300,1268,2024-02-25 02:15:31,Online,Pending,Yes
2781,100,716,2025-07-10 09:39:31,Credit Card,Completed,No
2782,300,1266,2025-01-01 23:54:04,Debit Card,Pending,No
2783,100,2235,2023-05-23 15:50:59,Online,Completed,No
2784,300,2618,2025-01-24 18:11:58,Cash,Completed,No
2785,100,380,2024-02-19 09:50:43,Online,Completed,No
2786,300,481,2025-03-01 17:23:50,Credit Card,Pending,Yes
2787,200,2204,2024-09-21 15:35:11,Credit Card,Pending,Yes
2788,300,295,2025-01-22 18:52:19,Online,Completed,No
2789,300,435,2025-03-10 14:09:25,Cash,Completed,No
2790,100,1244,2024-05-08 20:12:03,Cash,Completed,Yes
2791,100,2328,2025-06-05 00:00:46,Online,Completed,No
2792,200,1665,2023-09-27 11:43:59,Online,Completed,No
2793,200,2999,2023-07-28 21:53:35,Debit Card,Completed,Yes
2794,300,1607,2025-04-27 05:08:22,Cash,Pending,Yes
2795,100,2379,2024-10-05 04:42:11,Cash,Completed,Yes
2796,100,2557,2025-05-28 16:38:31,Cash,Cancelled,No
2797,300,567,2024-10-14 13:55:43,Cash,Completed,Yes
2798,200,257,2025-06-18 14:19:48,Debit Card,Completed,No
2799,300,1872,2025-02-08 12:19:50,Cash,Completed,No
2800,300,1791,2025-05-25 00:08:13,Credit Card,Pending,Yes
2801,300,905,2025-04-11 20:51:07,Credit Card,Completed,No
2802,200,1602,2025-01-10 12:15:19,Credit Card,Completed,Yes
2803,300,430,2025-07-10 02:23:31,Cash,Completed,No
2804,200,1784,2025-04-03 05:07:43,Debit Card,Pending,No
2805,300,2089,2025-06-07 11:05:57,Online,Completed,No
2806,200,2612,2025-06-05 07:17:12,Credit Card,Completed,Yes
2807,100,1193,2025-02-28 13:26:15,Debit Card,Pending,No
2808,100,1591,2024-09-04 05:35:35,Credit Card,Completed,Yes
2809,100,853,2024-12-04 07:23:39,Debit Card,Pending,No
2810,100,2079,2025-06-27 08:55:53,Cash,Completed,Yes
2811,200,519,2025-05-25 20:28:55,Credit Card,Completed,No
2812,200,1801,2025-02-07 23:11:05,Debit Card,Completed,No
2813,300,746,2025-06-19 11:09:42,Cash,Pending,Yes
2814,300,546,2025-06-08 12:21:22,Credit Card,Completed,Yes
2815,200,97,2025-04-16 20:36:39,Debit Card,Completed,No
2816,100,908,2024-06-22 05:51:24,Credit Card,Completed,No
2817,200,601,2024-12-21 11:59:22,Debit Card,Completed,Yes
2818,300,45,2024-08-30 20:18:31,Cash,Completed,Yes
2819,200,1616,2023-02-22 09:39:45,Cash,Completed,No
2820,300,1137,2025-07-15 09:23:55,Credit Card,Completed,No
2821,200,406,2024-10-08 12:54:16,Credit Card,Completed,Yes
2822,200,1411,2023-01-07 17:16:31,Credit Card,Completed,No
2823,100,1875,2023-03-23 16:34:48,Cash,Cancelled,Yes
2824,300,1001,2025-01-17 12:24:03,Credit Card,Completed,No
2825,300,1073,2024-12-02 07:31:51,Online,Completed,Yes
2826,100,1770,2021-12-03 22:54:37,Online,Pending,No
2827,100,764,2023-06-22 06:19:23,Online,Completed,No
2828,100,1015,2024-10-14 16:26:49,Credit Card,Completed,Yes
2829,200,1483,2025-05-21 15:38:58,Cash,Completed,No
2830,300,978,2024-11-12 19:52:27,Online,Pending,No
2831,100,1254,2025-01-08 14:31:43,Credit Card,Completed,Yes
2832,300,2210,2024-11-23 18:17:16,Debit Card,Pending,Yes
2833,200,1415,2024-11-26 03:48:45,Cash,Completed,Yes
2834,200,273,2025-02-23 21:57:27,Credit Card,Completed,No
2835,200,753,2025-05-15 14:17:45,Cash,Completed,Yes
2836,200,45,2025-04-12 21:24:21,Credit Card,Completed,Yes
2837,200,1,2025-07-09 10:24:20,Debit Card,Completed,Yes
2838,300,1099,2024-10-22 00:28:30,Online,Completed,Yes
2839,300,2620,2025-02-24 23:16:53,Cash,Completed,Yes
2840,200,1245,2025-06-28 21:54:59,Debit Card,Completed,No
2841,100,1649,2023-12-23 22:35:50,Cash,Completed,No
2842,200,1200,2024-03-11 01:00:19,Debit Card,Completed,No
2843,300,1205,2025-01-01 04:03:31,Cash,Pending,No
2844,300,1768,2025-06-25 14:28:51,Cash,Completed,Yes
2845,300,202,2025-06-28 21:15:42,Cash,Completed,No
2846,200,2925,2024-10-02 06:31:04,Debit Card,Cancelled,No
2847,100,576,2024-04-13 13:52:23,Cash,Completed,No
2848,100,1167,2025-04-10 08:43:00,Cash,Completed,Yes
2849,300,1882,2024-11-27 22:52:42,Online,Completed,No
2850,300,1561,2025-01-29 15:06:22,Online,Completed,No
2851,300,868,2025-07-04 20:11:40,Online,Pending,Yes
2852,200,371,2025-03-04 08:52:38,Online,Completed,No
2853,300,2211,2024-10-01 03:42:28,Debit Card,Completed,No
2854,300,2640,2025-06-01 11:29:05,Cash,Completed,Yes
2855,100,2049,2025-04-25 03:10:42,Online,Completed,Yes
2856,100,2539,2022-06-13 08:21:34,Cash,Completed,No
2857,100,2841,2022-12-31 00:04:23,Debit Card,Completed,Yes
2858,300,805,2025-03-01 03:31:19,Online,Completed,Yes
2859,300,1581,2025-05-27 04:54:28,Credit Card,Pending,No
2860,300,2718,2025-05-22 17:00:44,Credit Card,Completed,Yes
2861,100,126,2025-05-30 07:35:29,Debit Card,Completed,Yes
2862,100,738,2025-02-19 11:34:43,Debit Card,Completed,No
2863,300,346,2025-02-17 02:08:29,Online,Completed,Yes
2864,200,2551,2024-02-20 16:05:16,Credit Card,Pending,Yes
2865,200,2599,2024-05-29 18:03:42,Cash,Completed,No
2866,300,879,2025-07-09 10:21:16,Credit Card,Completed,Yes
2867,100,2118,2023-10-16 04:23:25,Debit Card,Pending,No
2868,200,2163,2024-03-16 15:22:01,Online,Completed,Yes
2869,100,1935,2024-01-07 16:36:50,Debit Card,Pending,No
2870,300,808,2025-05-23 20:07:27,Credit Card,Pending,No
2871,100,128,2025-06-06 18:51:30,Credit Card,Completed,Yes
2872,200,1778,2025-02-05 03:31:36,Debit Card,Completed,No
2873,100,2572,2023-09-22 21:23:02,Cash,Completed,Yes
2874,100,2245,2023-06-01 00:38:19,Credit Card,Completed,No
2875,300,2094,2025-02-21 06:23:57,Cash,Completed,Yes
2876,100,2414,2024-04-13 11:47:32,Debit Card,Completed,Yes
2877,300,1263,2025-01-13 10:18:09,Cash,Pending,No
2878,200,2088,2023-07-22 03:22:31,Debit Card,Completed,No
2879,300,230,2025-02-04 10:57:36,Credit Card,Completed,Yes
2880,300,1523,2025-03-18 16:00:18,Cash,Completed,Yes
2881,100,2818,2024-10-24 21:53:22,Credit Card,Completed,No
2882,100,1495,2024-07-16 23:45:13,Credit Card,Completed,No
2883,300,40,2024-10-02 14:02:47,Credit Card,Completed,Yes
2884,300,929,2025-04-22 08:08:23,Debit Card,Completed,Yes
2885,200,365,2024-12-13 02:02:11,Debit Card,Completed,No
2886,100,2160,2023-05-17 17:12:22,Online,Completed,Yes
2887,200,995,2025-06-11 03:16:52,Credit Card,Completed,Yes
2888,100,2110,2025-06-08 03:20:12,Credit Card,Completed,No
2889,100,2330,2023-12-29 17:33:39,Cash,Pending,Yes
2890,200,1220,2025-05-07 16:19:55,Credit Card,Completed,No
2891,300,71,2025-06-25 18:01:43,Credit Card,Pending,Yes
2892,100,2530,2023-08-11 20:44:35,Online,Completed,No
2893,100,2560,2023-08-31 14:01:41,Credit Card,Completed,Yes
2894,300,2054,2024-03-02 05:19:13,Cash,Completed,Yes
2895,200,2364,2025-05-08 04:32:42,Online,Completed,No
2896,100,494,2024-12-21 22:37:43,Debit Card,Completed,Yes
2897,200,2592,2024-08-28 17:15:59,Cash,Completed,No
2898,200,2907,2025-03-21 19:43:02,Debit Card,Completed,Yes
2899,100,1336,2023-02-01 12:35:51,Credit Card,Completed,No
2900,100,2750,2025-05-25 11:17:55,Online,Cancelled,Yes
2901,200,2910,2025-05-22 04:12:56,Credit Card,Completed,Yes
2902,100,2534,2025-07-05 15:07:52,Cash,Completed,Yes
2903,200,229,2024-01-06 07:41:59,Online,Completed,Yes
2904,300,1809,2025-05-31 02:13:38,Credit Card,Completed,No
2905,200,1976,2024-08-28 04:36:57,Credit Card,Completed,No
2906,200,2671,2025-05-28 01:26:26,Online,Pending,Yes
2907,300,2760,2025-01-18 03:55:11,Credit Card,Completed,No
2908,300,1317,2025-06-09 13:14:46,Debit Card,Cancelled,Yes
2909,100,2973,2024-05-13 09:42:18,Credit Card,Completed,Yes
2910,300,577,2025-07-12 11:25:50,Cash,Completed,Yes
2911,200,64,2024-11-25 03:27:08,Cash,Completed,No
2912,300,737,2024-10-21 10:59:43,Debit Card,Completed,Yes
2913,300,1456,2024-08-14 01:24:14,Credit Card,Completed,Yes
2914,100,1167,2024-07-13 17:03:29,Cash,Completed,Yes
2915,200,1214,2025-02-22 20:33:34,Debit Card,Completed,No
2916,200,105,2023-11-09 15:21:34,Online,Completed,No
2917,100,1770,2025-03-18 21:06:06,Debit Card,Cancelled,No
2918,100,2174,2024-05-11 08:23:09,Online,Completed,Yes
2919,300,2549,2025-06-08 09:06:41,Online,Completed,Yes
2920,200,152,2025-02-02 11:00:09,Online,Completed,Yes
2921,100,350,2025-02-25 15:36:57,Credit Card,Completed,Yes
2922,300,1948,2024-10-14 18:55:50,Cash,Completed,Yes
2923,300,1154,2025-03-28 20:51:38,Debit Card,Completed,No
2924,100,2235,2023-12-11 22:40:14,Online,Completed,No
2925,200,2274,2024-03-10 15:22:10,Debit Card,Completed,No
2926,300,527,2025-03-04 09:07:09,Debit Card,Completed,No
2927,100,2351,2024-02-29 17:34:47,Debit Card,Completed,Yes
2928,300,2798,2025-05-27 08:55:11,Online,Completed,No
2929,200,17,2024-12-30 12:50:38,Cash,Completed,No
2930,100,1930,2024-08-04 09:32:15,Cash,Completed,No
2931,300,1740,2024-09-28 23:51:01,Debit Card,Completed,Yes
2932,200,440,2025-02-13 00:29:37,Debit Card,Completed,No
2933,100,847,2023-05-15 07:14:09,Credit Card,Pending,Yes
2934,100,6,2024-08-25 16:40:08,Online,Completed,No
2935,200,587,2024-02-27 00:28:10,Cash,Completed,No
2936,300,2555,2024-06-23 00:36:43,Debit Card,Completed,No
2937,100,450,2025-03-16 11:23:42,Credit Card,Completed,Yes
2938,300,930,2025-03-11 00:54:31,Debit Card,Completed,Yes
2939,200,2227,2024-10-14 17:20:21,Debit Card,Pending,No
2940,300,248,2025-04-08 01:15:24,Cash,Completed,Yes
2941,300,2894,2024-10-08 15:59:44,Cash,Completed,No
2942,100,2478,2024-10-17 06:47:40,Debit Card,Pending,No
2943,200,404,2025-06-08 04:10:01,Debit Card,Pending,Yes
2944,200,2857,2025-03-06 13:49:46,Credit Card,Completed,No
2945,200,686,2025-04-27 19:58:40,Cash,Completed,Yes
2946,200,2603,2023-12-09 06:23:21,Cash,Completed,No
2947,100,2102,2023-01-01 23:44:55,Credit Card,Completed,No
2948,300,388,2025-05-22 22:25:18,Credit Card,Pending,No
2949,100,129,2024-05-21 03:06:31,Credit Card,Completed,Yes
2950,300,1501,2024-08-04 11:31:20,Online,Completed,No
2951,200,2496,2022-12-17 08:26:54,Credit Card,Completed,No
2952,300,1639,2025-07-07 11:42:28,Credit Card,Completed,No
2953,200,2218,2025-04-29 23:57:50,Cash,Completed,Yes
2954,200,2810,2024-05-26 07:05:16,Debit Card,Completed,Yes
2955,200,1591,2024-02-11 03:18:29,Online,Completed,No
2956,200,2601,2025-04-18 17:52:02,Debit Card,Completed,No
2957,300,2949,2025-06-19 10:39:39,Credit Card,Pending,Yes
2958,200,984,2023-10-04 16:20:33,Credit Card,Cancelled,Yes
2959,300,2638,2025-06-28 20:24:31,Debit Card,Completed,Yes
2960,300,1781,2025-05-21 12:25:10,Cash,Completed,No
2961,200,2824,2023-07-14 22:10:05,Online,Completed,Yes
2962,300,1527,2025-03-03 22:05:07,Online,Pending,Yes
2963,300,2160,2024-05-05 02:40:38,Online,Pending,No
2964,100,929,2025-03-17 20:52:58,Debit Card,Completed,Yes
2965,200,1637,2025-06-05 23:15:18,Online,Completed,No
2966,100,239,2022-04-29 16:12:07,Cash,Completed,No
2967,100,401,2024-09-03 17:18:30,Online,Completed,No
2968,300,754,2024-04-10 08:01:16,Debit Card,Pending,Yes
2969,200,96,2025-07-11 07:00:14,Cash,Completed,Yes
2970,100,2779,2022-10-02 14:30:46,Online,Pending,Yes
2971,200,482,2024-02-17 22:19:41,Credit Card,Completed,No
2972,100,427,2024-05-14 08:55:45,Online,Completed,Yes
2973,200,1730,2024-11-08 18:58:46,Credit Card,Completed,Yes
2974,200,240,2024-10-08 02:31:53,Online,Pending,No
2975,300,2114,2025-03-06 00:59:27,Credit Card,Completed,Yes
2976,200,1803,2024-08-19 07:21:17,Credit Card,Completed,Yes
2977,300,2260,2024-05-24 07:19:57,Debit Card,Completed,Yes
2978,200,1195,2024-07-26 13:48:06,Credit Card,Completed,No
2979,300,1875,2024-07-20 14:35:46,Debit Card,Completed,Yes
2980,200,11,2024-12-08 20:24:17,Debit Card,Pending,No
2981,100,1739,2023-11-26 00:34:56,Cash,Completed,Yes
2982,300,1328,2025-01-19 10:14:04,Debit Card,Completed,Yes
2983,200,797,2025-03-04 15:38:03,Online,Completed,No
2984,300,430,2025-04-14 16:36:13,Debit Card,Completed,Yes
2985,200,576,2025-07-08 04:41:04,Debit Card,Completed,Yes
2986,200,1783,2025-05-25 17:42:08,Online,Completed,No
2987,100,961,2025-07-09 00:25:36,Cash,Completed,No
2988,200,2527,2025-05-30 18:38:24,Debit Card,Completed,Yes
2989,200,2896,2024-04-08 20:38:05,Cash,Completed,No
2990,100,443,2025-01-12 06:56:10,Cash,Completed,No
2991,200,2884,2024-05-16 03:28:02,Credit Card,Completed,No
2992,200,1699,2024-05-14 11:25:50,Debit Card,Completed,Yes
2993,200,2080,2025-01-10 23:14:17,Cash,Completed,No
2994,100,1029,2025-07-03 23:52:54,Debit Card,Completed,Yes
2995,300,1006,2025-02-25 08:52:02,Online,Completed,Yes
2996,200,1493,2025-02-02 17:14:51,Debit Card,Completed,No
2997,100,2241,2025-07-01 01:57:42,Credit Card,Completed,No
2998,200,980,2024-04-01 05:24:07,Cash,Completed,No
2999,300,637,2025-07-11 10:02:33,Debit Card,Cancelled,No
3000,200,1313,2025-06-10 00:51:03,Cash,Pending,No
3001,100,1227,2024-07-16 21:51:57,Debit Card,Completed,No
3002,200,1927,2024-06-26 22:12:46,Cash,Completed,Yes
3003,300,889,2024-09-02 12:02:01,Debit Card,Completed,No
3004,100,108,2025-06-26 03:52:35,Cash,Completed,No
3005,100,1572,2025-03-01 15:26:23,Online,Completed,No
3006,300,2689,2024-07-20 04:03:35,Debit Card,Cancelled,No
3007,100,2721,2022-01-24 14:27:01,Online,Completed,No
3008,300,2421,2024-07-24 02:07:09,Cash,Completed,No
3009,300,443,2025-07-12 18:24:08,Online,Pending,Yes
3010,100,2979,2024-08-25 03:38:23,Cash,Completed,No
3011,300,2797,2024-07-21 17:21:29,Cash,Pending,No
3012,200,2050,2024-08-05 22:09:09,Credit Card,Completed,No
3013,100,1348,2025-06-30 06:25:04,Online,Completed,No
3014,200,109,2024-02-17 21:34:25,Cash,Completed,No
3015,200,2476,2025-03-26 04:56:16,Debit Card,Completed,No
3016,300,83,2025-06-09 20:18:25,Cash,Completed,No
3017,100,1619,2023-09-09 00:34:50,Cash,Pending,No
3018,100,2595,2023-09-13 07:48:39,Online,Completed,No
3019,300,1311,2025-07-12 11:50:57,Credit Card,Completed,Yes
3020,200,2556,2025-06-08 11:59:17,Online,Completed,No
3021,200,1311,2025-07-15 02:57:15,Debit Card,Cancelled,No
3022,100,2511,2024-03-06 11:04:48,Debit Card,Pending,Yes
3023,300,1261,2025-05-18 10:04:17,Online,Pending,Yes
3024,100,709,2023-02-14 10:21:50,Debit Card,Pending,Yes
3025,300,167,2025-05-18 04:51:15,Cash,Completed,No
3026,300,741,2025-06-19 14:35:57,Credit Card,Cancelled,No
3027,200,1345,2025-01-18 04:05:30,Debit Card,Completed,No
3028,300,32,2024-11-14 21:46:35,Credit Card,Completed,No
3029,100,457,2024-05-31 09:21:20,Online,Completed,No
3030,300,2957,2025-07-06 23:02:40,Cash,Pending,No
3031,200,7,2025-01-04 11:31:58,Online,Completed,No
3032,100,447,2024-01-24 06:42:40,Debit Card,Completed,Yes
3033,300,2395,2025-02-26 07:22:52,Cash,Completed,Yes
3034,200,2379,2025-04-01 14:56:42,Debit Card,Completed,Yes
3035,300,1125,2025-03-27 07:53:12,Cash,Completed,No
3036,200,578,2024-08-07 15:44:23,Cash,Completed,Yes
3037,200,779,2024-01-12 16:16:48,Cash,Cancelled,Yes
3038,300,1983,2025-07-02 16:20:44,Debit Card,Pending,Yes
3039,300,742,2025-07-02 23:37:14,Debit Card,Completed,Yes
3040,300,409,2025-03-01 12:08:43,Debit Card,Completed,No
3041,200,2485,2024-08-26 11:01:59,Debit Card,Completed,Yes
3042,200,2916,2024-03-31 17:16:31,Credit Card,Completed,No
3043,200,1861,2025-05-12 12:00:49,Cash,Completed,Yes
3044,100,1456,2023-12-01 06:05:40,Credit Card,Completed,Yes
3045,100,400,2021-06-23 18:47:14,Credit Card,Completed,Yes
3046,300,1240,2024-12-25 06:12:54,Online,Completed,Yes
3047,100,318,2024-06-24 19:55:38,Debit Card,Completed,No
3048,100,2750,2024-01-17 05:07:21,Online,Completed,Yes
3049,200,2557,2023-09-11 18:34:07,Cash,Completed,Yes
3050,100,1265,2024-09-11 01:19:33,Debit Card,Completed,No
3051,300,1641,2024-09-21 05:29:28,Online,Completed,No
3052,100,2281,2023-04-16 03:43:21,Debit Card,Completed,Yes
3053,300,1717,2025-01-06 10:35:10,Credit Card,Completed,No
3054,200,2608,2025-03-14 08:31:25,Online,Completed,Yes
3055,300,1827,2025-06-25 04:35:21,Debit Card,Pending,No
3056,300,2449,2024-02-06 01:17:35,Cash,Completed,Yes
3057,300,2377,2025-01-08 16:49:41,Debit Card,Completed,No
3058,100,872,2022-07-14 22:31:03,Credit Card,Completed,No
3059,100,1649,2022-12-02 09:17:35,Cash,Completed,No
3060,200,1090,2025-04-30 12:43:15,Online,Completed,No
