visit_id,customer_id,lead_id,branch_id,entring,leaving,datetime,purchased
1189,,42,100,17:51:19,20:42:19,2021-06-22 17:51:19,True
1190,101,,100,20:25:05,22:36:05,2021-06-22 20:25:05,False
1191,,29,100,22:54:08,02:42:08,2021-06-22 22:54:08,True
1192,117,,100,17:30:44,18:39:44,2021-06-23 17:30:44,False
1193,,52,100,17:39:28,20:00:28,2021-06-23 17:39:28,False
1194,79,,100,19:05:05,21:12:05,2021-06-23 19:05:05,True
1195,91,,100,23:19:50,00:42:50,2021-06-23 23:19:50,True
1196,26,,100,06:41:53,09:41:53,2021-06-24 06:41:53,False
1197,104,,100,13:16:35,16:55:35,2021-06-24 13:16:35,False
1198,,37,100,14:07:46,17:40:46,2021-06-24 14:07:46,True
1199,,63,100,17:21:10,18:02:10,2021-06-24 17:21:10,False
1200,36,,100,18:56:12,22:41:12,2021-06-24 18:56:12,True
1201,135,,100,20:25:13,22:38:13,2021-06-24 20:25:13,False
1202,,1,100,04:02:49,05:50:49,2021-06-25 04:02:49,True
1203,196,,100,08:00:53,08:32:53,2021-06-25 08:00:53,True
1204,,17,100,08:03:12,10:06:12,2021-06-25 08:03:12,True
1205,167,,100,09:40:32,11:55:32,2021-06-25 09:40:32,True
1206,66,,100,11:04:00,14:52:00,2021-06-25 11:04:00,False
1207,151,,100,11:04:45,13:04:45,2021-06-25 11:04:45,False
1208,53,,100,11:53:36,15:07:36,2021-06-25 11:53:36,True
1209,,3,100,18:35:38,21:39:38,2021-06-25 18:35:38,True
1210,142,,100,00:18:29,03:16:29,2021-06-26 00:18:29,True
1211,78,,100,01:59:42,05:42:42,2021-06-26 01:59:42,True
1212,60,,100,04:03:45,08:02:45,2021-06-26 04:03:45,True
1213,170,,100,05:48:43,07:17:43,2021-06-26 05:48:43,True
1214,143,,100,06:37:17,08:05:17,2021-06-26 06:37:17,False
1215,,26,100,09:26:12,12:46:12,2021-06-26 09:26:12,True
1216,,12,100,12:35:28,15:56:28,2021-06-26 12:35:28,False
1217,142,,100,14:54:49,17:23:49,2021-06-26 14:54:49,False
1218,56,,100,15:13:21,18:14:21,2021-06-26 15:13:21,True
1219,67,,100,15:18:05,16:08:05,2021-06-26 15:18:05,True
1220,13,,100,18:51:55,22:20:55,2021-06-26 18:51:55,False
1221,147,,100,00:30:44,04:07:44,2021-06-27 00:30:44,False
1222,,63,100,02:36:50,04:35:50,2021-06-27 02:36:50,True
1223,20,,100,05:19:33,08:57:33,2021-06-27 05:19:33,False
1224,,17,100,10:31:44,14:12:44,2021-06-27 10:31:44,True
1225,146,,100,11:06:38,12:36:38,2021-06-27 11:06:38,False
1226,,68,100,11:41:53,13:09:53,2021-06-27 11:41:53,True
1227,116,,100,12:23:13,13:42:13,2021-06-27 12:23:13,False
1228,,67,100,12:47:10,14:38:10,2021-06-27 12:47:10,False
1229,191,,100,13:01:31,16:11:31,2021-06-27 13:01:31,False
1230,155,,100,19:33:11,21:54:11,2021-06-27 19:33:11,True
1231,55,,100,19:38:56,21:09:56,2021-06-27 19:38:56,False
1232,55,,100,21:37:42,00:01:42,2021-06-27 21:37:42,False
1233,63,,100,23:18:05,00:52:05,2021-06-27 23:18:05,True
1234,,36,100,02:27:07,03:19:07,2021-06-28 02:27:07,False
1235,,44,100,08:28:14,12:23:14,2021-06-28 08:28:14,False
1236,127,,100,13:42:22,15:02:22,2021-06-28 13:42:22,True
1237,137,,100,14:40:39,17:31:39,2021-06-28 14:40:39,False
1238,235,,100,16:31:03,17:13:03,2021-06-28 16:31:03,True
1239,117,,100,21:42:36,23:27:36,2021-06-28 21:42:36,True
1240,,4,100,22:00:49,00:48:49,2021-06-28 22:00:49,True
1241,,48,100,00:58:53,02:49:53,2021-06-29 00:58:53,False
1242,169,,100,01:05:28,03:40:28,2021-06-29 01:05:28,True
1243,206,,100,02:10:49,03:32:49,2021-06-29 02:10:49,False
1244,97,,100,02:13:21,04:11:21,2021-06-29 02:13:21,False
1245,61,,100,03:38:30,05:34:30,2021-06-29 03:38:30,True
1246,224,,100,05:00:32,08:57:32,2021-06-29 05:00:32,False
1247,40,,100,05:34:46,09:29:46,2021-06-29 05:34:46,False
1248,,53,100,07:51:47,10:44:47,2021-06-29 07:51:47,False
1249,,49,100,12:39:36,14:48:36,2021-06-29 12:39:36,False
1250,,17,100,13:55:19,15:28:19,2021-06-29 13:55:19,True
1251,22,,100,15:14:37,17:08:37,2021-06-29 15:14:37,False
1252,153,,100,17:05:53,21:02:53,2021-06-29 17:05:53,True
1253,43,,100,17:31:17,18:13:17,2021-06-29 17:31:17,False
1254,168,,100,18:22:17,19:35:17,2021-06-29 18:22:17,False
1255,,57,100,22:24:12,00:44:12,2021-06-29 22:24:12,False
1256,,65,100,01:11:57,02:28:57,2021-06-30 01:11:57,True
1257,94,,100,04:06:51,06:16:51,2021-06-30 04:06:51,True
1258,,39,100,05:26:51,06:16:51,2021-06-30 05:26:51,True
1259,,3,100,09:10:16,09:41:16,2021-06-30 09:10:16,True
1260,214,,100,10:33:59,12:47:59,2021-06-30 10:33:59,True
1261,,42,100,15:38:45,18:27:45,2021-06-30 15:38:45,True
1262,136,,100,18:28:09,19:02:09,2021-06-30 18:28:09,False
1263,,61,100,01:06:01,03:52:01,2021-07-01 01:06:01,False
1264,164,,100,09:07:04,11:40:04,2021-07-01 09:07:04,False
1265,216,,100,11:58:49,12:42:49,2021-07-01 11:58:49,False
1266,,25,100,13:18:14,14:27:14,2021-07-01 13:18:14,False
1267,177,,100,13:57:21,14:32:21,2021-07-01 13:57:21,False
1268,80,,100,18:41:38,20:17:38,2021-07-01 18:41:38,True
1269,217,,100,22:28:56,01:50:56,2021-07-01 22:28:56,True
1270,128,,100,23:56:54,00:32:54,2021-07-01 23:56:54,True
1271,62,,100,02:20:08,03:32:08,2021-07-02 02:20:08,False
1272,147,,100,02:23:05,02:58:05,2021-07-02 02:23:05,True
1273,,71,100,03:43:39,07:02:39,2021-07-02 03:43:39,False
1274,216,,100,05:07:35,08:27:35,2021-07-02 05:07:35,False
1275,95,,100,07:40:32,09:33:32,2021-07-02 07:40:32,False
1276,160,,100,10:00:57,13:05:57,2021-07-02 10:00:57,True
1277,,55,100,10:37:15,11:29:15,2021-07-02 10:37:15,True
1278,167,,100,11:21:36,15:09:36,2021-07-02 11:21:36,False
1279,91,,100,12:39:12,13:35:12,2021-07-02 12:39:12,False
1280,,31,100,14:59:26,17:22:26,2021-07-02 14:59:26,True
1281,,64,100,15:12:40,18:50:40,2021-07-02 15:12:40,False
1282,11,,100,16:20:56,17:07:56,2021-07-02 16:20:56,True
1283,102,,100,19:09:57,21:03:57,2021-07-02 19:09:57,True
1284,52,,100,01:26:12,04:18:12,2021-07-03 01:26:12,False
1285,68,,100,03:03:25,06:53:25,2021-07-03 03:03:25,False
1286,31,,100,05:38:54,07:35:54,2021-07-03 05:38:54,False
1287,2,,100,05:46:27,06:50:27,2021-07-03 05:46:27,True
1288,180,,100,06:56:56,10:10:56,2021-07-03 06:56:56,True
1289,,41,100,11:03:49,14:03:49,2021-07-03 11:03:49,True
1290,226,,100,13:17:12,14:32:12,2021-07-03 13:17:12,False
1291,9,,100,13:43:28,14:33:28,2021-07-03 13:43:28,False
1292,87,,100,19:13:01,22:47:01,2021-07-03 19:13:01,True
1293,,33,100,21:27:21,00:46:21,2021-07-03 21:27:21,False
1294,5,,100,21:49:49,00:10:49,2021-07-03 21:49:49,True
1295,,15,100,22:58:17,00:14:17,2021-07-03 22:58:17,True
1296,245,,100,00:31:27,03:39:27,2021-07-04 00:31:27,True
1297,119,,100,02:14:37,03:22:37,2021-07-04 02:14:37,False
1298,233,,100,03:45:51,04:24:51,2021-07-04 03:45:51,False
1299,38,,100,04:00:41,06:45:41,2021-07-04 04:00:41,True
1300,118,,100,11:15:49,12:42:49,2021-07-04 11:15:49,True
1301,186,,100,14:44:08,15:53:08,2021-07-04 14:44:08,False
1302,,42,100,20:46:22,22:55:22,2021-07-04 20:46:22,True
1303,44,,100,21:52:29,23:38:29,2021-07-04 21:52:29,False
1304,,27,100,01:11:04,03:20:04,2021-07-05 01:11:04,True
1305,89,,100,09:00:11,09:47:11,2021-07-05 09:00:11,True
1306,246,,100,09:56:41,10:36:41,2021-07-05 09:56:41,True
1307,93,,100,14:21:08,17:00:08,2021-07-05 14:21:08,True
1308,163,,100,14:35:11,17:24:11,2021-07-05 14:35:11,True
1309,164,,100,15:07:34,17:22:34,2021-07-05 15:07:34,False
1310,,6,100,17:09:40,18:04:40,2021-07-05 17:09:40,False
1311,45,,100,18:24:08,19:32:08,2021-07-05 18:24:08,True
1312,,48,100,19:54:32,20:41:32,2021-07-05 19:54:32,True
1313,,61,100,22:15:05,01:54:05,2021-07-05 22:15:05,False
1314,211,,100,07:14:12,10:00:12,2021-07-06 07:14:12,True
1315,,67,100,07:51:12,11:18:12,2021-07-06 07:51:12,False
1316,20,,100,11:32:28,14:03:28,2021-07-06 11:32:28,False
1317,,55,100,15:07:40,16:00:40,2021-07-06 15:07:40,False
1318,,38,100,15:27:17,19:04:17,2021-07-06 15:27:17,False
1319,236,,100,00:54:12,02:24:12,2021-07-07 00:54:12,False
1320,7,,100,02:02:48,05:23:48,2021-07-07 02:02:48,False
1321,24,,100,05:21:38,09:01:38,2021-07-07 05:21:38,False
1322,101,,100,08:30:34,10:17:34,2021-07-07 08:30:34,False
1323,88,,100,10:40:13,12:03:13,2021-07-07 10:40:13,False
1324,,52,100,10:50:34,13:14:34,2021-07-07 10:50:34,False
1325,,12,100,10:55:15,12:34:15,2021-07-07 10:55:15,True
1326,48,,100,12:36:16,16:28:16,2021-07-07 12:36:16,True
1327,,30,100,13:04:36,15:43:36,2021-07-07 13:04:36,False
1328,47,,100,13:26:22,14:55:22,2021-07-07 13:26:22,True
1329,,14,100,14:15:31,16:41:31,2021-07-07 14:15:31,False
1330,216,,100,18:57:35,22:43:35,2021-07-07 18:57:35,True
1331,147,,100,21:27:51,22:14:51,2021-07-07 21:27:51,False
1332,,38,100,21:33:51,22:49:51,2021-07-07 21:33:51,True
1333,230,,100,21:41:30,22:50:30,2021-07-07 21:41:30,True
1334,123,,100,01:38:43,05:04:43,2021-07-08 01:38:43,True
1335,36,,100,01:38:56,05:25:56,2021-07-08 01:38:56,False
1336,,22,100,04:52:55,06:12:55,2021-07-08 04:52:55,True
1337,80,,100,06:31:54,07:33:54,2021-07-08 06:31:54,True
1338,,74,100,07:35:49,09:05:49,2021-07-08 07:35:49,False
1339,,31,100,09:31:06,11:46:06,2021-07-08 09:31:06,False
1340,,72,100,13:54:36,17:26:36,2021-07-08 13:54:36,True
1341,175,,100,18:59:12,21:40:12,2021-07-08 18:59:12,True
1342,145,,100,19:28:53,20:38:53,2021-07-08 19:28:53,True
1343,107,,100,03:28:49,06:30:49,2021-07-09 03:28:49,True
1344,,63,100,08:37:29,10:22:29,2021-07-09 08:37:29,True
1345,35,,100,12:01:50,15:06:50,2021-07-09 12:01:50,False
1346,25,,100,12:35:43,13:53:43,2021-07-09 12:35:43,True
1347,,58,100,13:01:46,16:45:46,2021-07-09 13:01:46,False
1348,85,,100,14:46:31,17:07:31,2021-07-09 14:46:31,True
1349,180,,100,16:11:47,17:38:47,2021-07-09 16:11:47,False
1350,,12,100,17:50:57,19:56:57,2021-07-09 17:50:57,True
1351,,64,100,19:52:39,21:25:39,2021-07-09 19:52:39,True
1352,76,,100,21:01:21,23:21:21,2021-07-09 21:01:21,False
1353,9,,100,23:30:45,00:22:45,2021-07-09 23:30:45,False
1354,136,,100,00:25:55,02:11:55,2021-07-10 00:25:55,False
1355,52,,100,02:01:04,05:49:04,2021-07-10 02:01:04,False
1356,14,,100,06:56:47,08:45:47,2021-07-10 06:56:47,True
1357,,75,100,07:41:22,09:13:22,2021-07-10 07:41:22,False
1358,168,,100,11:40:52,12:39:52,2021-07-10 11:40:52,True
1359,243,,100,12:25:31,14:01:31,2021-07-10 12:25:31,True
1360,227,,100,13:41:13,16:40:13,2021-07-10 13:41:13,True
1361,158,,100,14:40:24,17:23:24,2021-07-10 14:40:24,False
1362,193,,100,20:57:49,23:42:49,2021-07-10 20:57:49,False
1363,,31,100,23:05:44,02:10:44,2021-07-10 23:05:44,True
1364,132,,100,02:17:26,04:24:26,2021-07-11 02:17:26,False
1365,36,,100,03:22:07,06:59:07,2021-07-11 03:22:07,False
1366,70,,100,05:03:33,07:12:33,2021-07-11 05:03:33,False
1367,106,,100,06:23:34,08:17:34,2021-07-11 06:23:34,True
1368,,38,100,15:59:52,16:51:52,2021-07-11 15:59:52,True
1369,,61,100,18:23:16,20:17:16,2021-07-11 18:23:16,True
1370,205,,100,19:26:29,20:17:29,2021-07-11 19:26:29,False
1371,120,,100,01:14:46,02:29:46,2021-07-12 01:14:46,False
1372,175,,100,05:43:12,07:26:12,2021-07-12 05:43:12,False
1373,,72,100,07:13:37,10:57:37,2021-07-12 07:13:37,False
1374,,14,100,08:10:21,10:50:21,2021-07-12 08:10:21,False
1375,,37,100,09:12:18,13:09:18,2021-07-12 09:12:18,True
1376,38,,100,15:11:03,19:00:03,2021-07-12 15:11:03,True
1377,,46,100,17:47:20,19:03:20,2021-07-12 17:47:20,True
1378,128,,100,17:57:11,19:23:11,2021-07-12 17:57:11,False
1379,,61,100,19:39:32,23:36:32,2021-07-12 19:39:32,True
1380,214,,100,20:20:22,22:19:22,2021-07-12 20:20:22,False
1381,,45,100,02:04:45,05:02:45,2021-07-13 02:04:45,True
1382,98,,100,02:51:02,04:15:02,2021-07-13 02:51:02,False
1383,,56,100,03:01:36,04:10:36,2021-07-13 03:01:36,False
1384,,59,100,03:05:58,04:40:58,2021-07-13 03:05:58,True
1385,,75,100,03:59:18,06:23:18,2021-07-13 03:59:18,True
1386,109,,100,05:16:22,06:19:22,2021-07-13 05:16:22,False
1387,,78,100,06:36:06,07:37:06,2021-07-13 06:36:06,True
1388,98,,100,07:10:04,10:07:04,2021-07-13 07:10:04,False
1389,,23,100,08:02:55,11:14:55,2021-07-13 08:02:55,True
1390,163,,100,09:36:14,12:22:14,2021-07-13 09:36:14,False
1391,23,,100,14:07:10,16:57:10,2021-07-13 14:07:10,True
1392,,73,100,14:41:07,16:37:07,2021-07-13 14:41:07,True
1393,260,,100,15:10:53,16:38:53,2021-07-13 15:10:53,True
1394,,63,100,19:10:00,19:53:00,2021-07-13 19:10:00,True
1395,263,,100,21:19:31,22:44:31,2021-07-13 21:19:31,True
1396,,30,100,00:36:01,04:11:01,2021-07-14 00:36:01,False
1397,,5,100,00:40:18,03:05:18,2021-07-14 00:40:18,True
1398,248,,100,02:46:49,05:01:49,2021-07-14 02:46:49,False
1399,157,,100,07:54:51,11:38:51,2021-07-14 07:54:51,False
1400,32,,100,11:10:27,13:37:27,2021-07-14 11:10:27,False
1401,78,,100,11:48:47,13:48:47,2021-07-14 11:48:47,False
1402,197,,100,12:00:59,13:19:59,2021-07-14 12:00:59,True
1403,,3,100,19:00:50,22:44:50,2021-07-14 19:00:50,True
1404,,2,100,19:15:48,22:06:48,2021-07-14 19:15:48,False
1405,186,,100,23:59:48,03:23:48,2021-07-14 23:59:48,True
1406,120,,100,03:53:18,05:45:18,2021-07-15 03:53:18,False
1407,,53,100,11:37:31,12:20:31,2021-07-15 11:37:31,True
1408,153,,100,11:53:55,13:47:55,2021-07-15 11:53:55,False
1409,135,,100,13:41:46,15:23:46,2021-07-15 13:41:46,True
1410,,74,100,15:11:55,16:44:55,2021-07-15 15:11:55,True
1411,168,,100,16:30:11,18:00:11,2021-07-15 16:30:11,True
1412,87,,100,16:34:32,18:31:32,2021-07-15 16:34:32,False
1413,,21,100,18:32:43,19:47:43,2021-07-15 18:32:43,True
1414,83,,100,23:20:54,00:48:54,2021-07-15 23:20:54,False
1415,238,,100,23:46:09,02:51:09,2021-07-15 23:46:09,False
1416,70,,100,08:09:30,08:46:30,2021-07-16 08:09:30,True
1417,234,,100,12:03:47,15:22:47,2021-07-16 12:03:47,True
1418,64,,100,15:17:23,16:09:23,2021-07-16 15:17:23,False
1419,89,,100,17:09:20,20:31:20,2021-07-16 17:09:20,True
1420,86,,100,02:14:14,04:50:14,2021-07-17 02:14:14,False
1421,269,,100,04:06:40,05:01:40,2021-07-17 04:06:40,False
1422,108,,100,05:00:37,05:41:37,2021-07-17 05:00:37,True
1423,219,,100,10:46:18,13:50:18,2021-07-17 10:46:18,True
1424,271,,100,12:43:53,15:56:53,2021-07-17 12:43:53,True
1425,265,,100,12:48:04,14:00:04,2021-07-17 12:48:04,False
1426,,5,100,14:52:44,16:30:44,2021-07-17 14:52:44,False
1427,83,,100,18:37:32,21:15:32,2021-07-17 18:37:32,True
1428,225,,100,18:43:27,20:00:27,2021-07-17 18:43:27,False
1429,,21,100,22:12:06,01:40:06,2021-07-17 22:12:06,False
1430,224,,100,22:42:47,01:27:47,2021-07-17 22:42:47,False
1431,,40,100,23:08:03,02:59:03,2021-07-17 23:08:03,True
1432,146,,100,00:44:17,01:51:17,2021-07-18 00:44:17,False
1433,160,,100,05:29:59,07:53:59,2021-07-18 05:29:59,True
1434,14,,100,08:29:36,10:50:36,2021-07-18 08:29:36,True
1435,267,,100,14:49:25,17:12:25,2021-07-18 14:49:25,False
1436,28,,100,16:25:06,17:57:06,2021-07-18 16:25:06,True
1437,210,,100,23:01:17,01:03:17,2021-07-18 23:01:17,True
1438,,73,100,23:23:23,03:21:23,2021-07-18 23:23:23,True
1439,,25,100,00:39:07,04:31:07,2021-07-19 00:39:07,True
1440,,57,100,03:10:58,04:56:58,2021-07-19 03:10:58,False
1441,33,,100,04:30:47,07:45:47,2021-07-19 04:30:47,True
1442,182,,100,05:14:07,07:56:07,2021-07-19 05:14:07,True
1443,27,,100,10:22:04,14:06:04,2021-07-19 10:22:04,True
1444,236,,100,10:56:02,11:31:02,2021-07-19 10:56:02,False
1445,251,,100,11:21:18,13:28:18,2021-07-19 11:21:18,True
1446,,30,100,13:00:34,16:27:34,2021-07-19 13:00:34,True
1447,100,,100,13:16:49,15:13:49,2021-07-19 13:16:49,False
1448,164,,100,16:01:55,17:15:55,2021-07-19 16:01:55,False
1449,19,,100,16:21:10,19:24:10,2021-07-19 16:21:10,False
1450,219,,100,18:44:36,22:21:36,2021-07-19 18:44:36,False
1451,58,,100,20:30:59,23:36:59,2021-07-19 20:30:59,True
1452,116,,100,00:52:29,03:45:29,2021-07-20 00:52:29,False
1453,95,,100,03:37:16,07:32:16,2021-07-20 03:37:16,False
1454,,8,100,06:32:40,08:18:40,2021-07-20 06:32:40,True
1455,76,,100,12:23:15,13:40:15,2021-07-20 12:23:15,True
1456,134,,100,12:42:42,13:57:42,2021-07-20 12:42:42,False
1457,249,,100,14:04:02,17:39:02,2021-07-20 14:04:02,False
1458,284,,100,17:31:17,21:17:17,2021-07-20 17:31:17,False
1459,99,,100,20:35:31,21:08:31,2021-07-20 20:35:31,True
1460,216,,100,23:45:49,02:07:49,2021-07-20 23:45:49,True
1461,,59,100,00:38:30,02:25:30,2021-07-21 00:38:30,True
1462,,63,100,06:20:22,08:34:22,2021-07-21 06:20:22,False
1463,198,,100,07:15:19,08:43:19,2021-07-21 07:15:19,False
1464,,11,100,08:27:37,11:30:37,2021-07-21 08:27:37,False
1465,145,,100,09:00:28,10:28:28,2021-07-21 09:00:28,False
1466,127,,100,10:07:41,13:58:41,2021-07-21 10:07:41,True
1467,204,,100,14:06:32,16:37:32,2021-07-21 14:06:32,True
1468,237,,100,18:39:15,20:40:15,2021-07-21 18:39:15,True
1469,151,,100,19:48:07,22:56:07,2021-07-21 19:48:07,True
1470,269,,100,20:04:22,23:36:22,2021-07-21 20:04:22,False
1471,233,,100,21:45:18,23:32:18,2021-07-21 21:45:18,True
1472,,39,100,23:16:15,00:13:15,2021-07-21 23:16:15,False
1473,27,,100,07:18:59,10:07:59,2021-07-22 07:18:59,True
1474,201,,100,14:55:56,18:21:56,2021-07-22 14:55:56,True
1475,289,,100,15:51:51,18:30:51,2021-07-22 15:51:51,True
1476,,64,100,18:12:11,21:13:11,2021-07-22 18:12:11,True
1477,77,,100,19:49:00,21:09:00,2021-07-22 19:49:00,False
1478,,49,100,20:12:57,22:26:57,2021-07-22 20:12:57,False
1479,,39,100,20:32:46,21:02:46,2021-07-22 20:32:46,False
1480,142,,100,00:12:43,01:05:43,2021-07-23 00:12:43,True
1481,220,,100,02:58:53,04:40:53,2021-07-23 02:58:53,False
1482,56,,100,03:21:19,05:19:19,2021-07-23 03:21:19,False
1483,88,,100,07:04:51,09:13:51,2021-07-23 07:04:51,False
1484,85,,100,11:47:22,14:43:22,2021-07-23 11:47:22,True
1485,192,,100,13:35:40,15:04:40,2021-07-23 13:35:40,True
1486,202,,100,16:18:58,19:07:58,2021-07-23 16:18:58,True
1487,,65,100,16:28:11,17:27:11,2021-07-23 16:28:11,False
1488,,54,100,18:01:29,21:16:29,2021-07-23 18:01:29,False
1489,107,,100,20:58:18,23:09:18,2021-07-23 20:58:18,False
1490,18,,100,21:39:18,01:28:18,2021-07-23 21:39:18,False
1491,48,,100,00:31:21,01:17:21,2021-07-24 00:31:21,True
1492,161,,100,02:35:41,05:19:41,2021-07-24 02:35:41,True
1493,51,,100,05:42:27,07:11:27,2021-07-24 05:42:27,False
1494,132,,100,14:45:26,16:57:26,2021-07-24 14:45:26,True
1495,238,,100,15:22:02,15:54:02,2021-07-24 15:22:02,False
1496,57,,100,15:54:11,18:43:11,2021-07-24 15:54:11,False
1497,24,,100,19:03:42,21:56:42,2021-07-24 19:03:42,False
1498,246,,100,19:37:16,23:06:16,2021-07-24 19:37:16,False
1499,273,,100,20:26:33,21:09:33,2021-07-24 20:26:33,False
1500,,47,100,02:49:44,06:30:44,2021-07-25 02:49:44,False
1501,,52,100,03:20:46,05:39:46,2021-07-25 03:20:46,False
1502,20,,100,03:33:20,07:29:20,2021-07-25 03:33:20,False
1503,66,,100,06:35:18,09:33:18,2021-07-25 06:35:18,False
1504,42,,100,07:46:31,11:29:31,2021-07-25 07:46:31,True
1505,15,,100,16:13:04,19:31:04,2021-07-25 16:13:04,True
1506,284,,100,17:35:10,21:11:10,2021-07-25 17:35:10,False
1507,,36,100,18:20:49,22:14:49,2021-07-25 18:20:49,True
1508,,77,100,20:54:32,22:03:32,2021-07-25 20:54:32,False
1509,24,,100,20:59:53,22:46:53,2021-07-25 20:59:53,False
1510,283,,100,22:19:00,23:44:00,2021-07-25 22:19:00,True
1511,44,,100,23:37:32,02:14:32,2021-07-25 23:37:32,True
1512,278,,100,02:01:49,05:09:49,2021-07-26 02:01:49,True
1513,,60,100,05:42:04,09:11:04,2021-07-26 05:42:04,False
1514,14,,100,07:15:34,09:01:34,2021-07-26 07:15:34,True
1515,,79,100,08:15:51,10:36:51,2021-07-26 08:15:51,False
1516,240,,100,08:29:37,11:30:37,2021-07-26 08:29:37,False
1517,103,,100,09:42:59,10:56:59,2021-07-26 09:42:59,True
1518,8,,100,12:52:10,13:53:10,2021-07-26 12:52:10,False
1519,116,,100,13:25:56,16:15:56,2021-07-26 13:25:56,False
1520,126,,100,22:42:30,23:30:30,2021-07-26 22:42:30,True
1521,263,,100,00:57:25,04:43:25,2021-07-27 00:57:25,False
1522,249,,100,01:44:53,02:37:53,2021-07-27 01:44:53,False
1523,,25,100,04:08:42,07:18:42,2021-07-27 04:08:42,True
1524,147,,100,07:44:29,09:32:29,2021-07-27 07:44:29,True
1525,102,,100,08:02:48,11:29:48,2021-07-27 08:02:48,False
1526,,8,100,10:39:03,11:44:03,2021-07-27 10:39:03,False
1527,248,,100,11:52:11,13:19:11,2021-07-27 11:52:11,False
1528,56,,100,13:21:53,16:17:53,2021-07-27 13:21:53,True
1529,,46,100,16:35:10,19:08:10,2021-07-27 16:35:10,False
1530,235,,100,18:22:43,19:50:43,2021-07-27 18:22:43,True
1531,229,,100,19:25:21,22:12:21,2021-07-27 19:25:21,False
1532,,16,100,22:06:17,22:40:17,2021-07-27 22:06:17,True
1533,109,,100,22:20:57,00:32:57,2021-07-27 22:20:57,True
1534,193,,100,01:08:13,04:38:13,2021-07-28 01:08:13,False
1535,47,,100,05:20:52,06:05:52,2021-07-28 05:20:52,True
1536,251,,100,07:20:06,08:17:06,2021-07-28 07:20:06,False
1537,222,,100,13:05:51,16:19:51,2021-07-28 13:05:51,True
1538,106,,100,13:12:50,15:44:50,2021-07-28 13:12:50,True
1539,151,,100,18:37:39,20:00:39,2021-07-28 18:37:39,True
1540,,25,100,20:31:26,21:46:26,2021-07-28 20:31:26,True
1541,187,,100,04:56:50,07:10:50,2021-07-29 04:56:50,False
1542,242,,100,05:52:36,08:57:36,2021-07-29 05:52:36,True
1543,195,,100,07:19:51,08:06:51,2021-07-29 07:19:51,True
1544,149,,100,08:06:19,08:36:19,2021-07-29 08:06:19,True
1545,17,,100,10:00:32,11:40:32,2021-07-29 10:00:32,False
1546,152,,100,17:05:00,21:05:00,2021-07-29 17:05:00,True
1547,,87,100,19:06:33,21:20:33,2021-07-29 19:06:33,False
1548,70,,100,20:51:39,23:03:39,2021-07-29 20:51:39,True
1549,205,,100,21:37:00,00:46:00,2021-07-29 21:37:00,False
1550,,22,100,22:47:42,02:33:42,2021-07-29 22:47:42,False
1551,28,,100,23:05:46,02:26:46,2021-07-29 23:05:46,True
1552,170,,100,09:35:24,10:26:24,2021-07-30 09:35:24,True
1553,,2,100,11:13:21,12:03:21,2021-07-30 11:13:21,False
1554,224,,100,15:51:48,18:03:48,2021-07-30 15:51:48,False
1555,,82,100,17:06:22,21:00:22,2021-07-30 17:06:22,False
1556,83,,100,17:17:29,20:06:29,2021-07-30 17:17:29,True
1557,271,,100,20:13:20,23:19:20,2021-07-30 20:13:20,False
1558,,41,100,23:10:50,01:35:50,2021-07-30 23:10:50,True
1559,14,,100,00:00:43,02:01:43,2021-07-31 00:00:43,True
1560,154,,100,01:27:21,03:40:21,2021-07-31 01:27:21,False
1561,67,,100,05:59:28,08:10:28,2021-07-31 05:59:28,True
1562,265,,100,06:07:46,07:35:46,2021-07-31 06:07:46,True
1563,,28,100,12:24:10,16:08:10,2021-07-31 12:24:10,False
1564,152,,100,13:21:49,17:12:49,2021-07-31 13:21:49,True
1565,,63,100,13:58:44,17:54:44,2021-07-31 13:58:44,True
1566,,83,100,21:45:02,01:28:02,2021-07-31 21:45:02,True
1567,,5,100,22:47:28,02:27:28,2021-07-31 22:47:28,False
1568,19,,100,00:07:33,03:11:33,2021-08-01 00:07:33,False
1569,,86,100,00:49:45,03:35:45,2021-08-01 00:49:45,True
1570,,64,100,02:03:38,02:38:38,2021-08-01 02:03:38,True
1571,194,,100,02:24:31,03:18:31,2021-08-01 02:24:31,True
1572,,4,100,06:16:22,08:13:22,2021-08-01 06:16:22,True
1573,,35,100,07:02:58,10:15:58,2021-08-01 07:02:58,True
1574,,60,100,07:19:35,08:56:35,2021-08-01 07:19:35,False
1575,60,,100,11:10:05,12:47:05,2021-08-01 11:10:05,False
1576,,65,100,13:39:28,17:04:28,2021-08-01 13:39:28,True
1577,,13,100,17:13:58,18:15:58,2021-08-01 17:13:58,False
1578,,80,100,18:10:05,19:14:05,2021-08-01 18:10:05,False
1579,,5,100,19:30:09,23:19:09,2021-08-01 19:30:09,False
1580,187,,100,19:53:17,23:08:17,2021-08-01 19:53:17,False
1581,42,,100,21:37:31,00:35:31,2021-08-01 21:37:31,False
1582,,78,100,22:31:46,01:18:46,2021-08-01 22:31:46,True
1583,270,,100,02:49:20,05:24:20,2021-08-02 02:49:20,False
1584,,49,100,04:54:14,06:24:14,2021-08-02 04:54:14,True
1585,277,,100,06:03:51,08:26:51,2021-08-02 06:03:51,False
1586,,34,100,07:03:19,09:48:19,2021-08-02 07:03:19,False
1587,42,,100,09:33:04,12:36:04,2021-08-02 09:33:04,True
